Ux,Uy,r,s,del,w_rl,w_rr,w_fl,w_fr
30,0,0,3.59999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,3.62999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,3.65999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,3.68999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,3.71999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,3.74999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,3.77999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,3.80999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,3.83999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,3.86999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,3.89999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,3.92999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,3.95999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,3.98999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.01999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.04999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.07999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.10999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.13999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.16999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.19999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.22999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.25999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.28999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.31999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.34999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.37999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.40999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.43999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.46999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.49999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.52999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.55999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.58999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.61999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.64999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.67999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.70999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.73999999999999,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.77,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.8,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.83,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.86,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.89,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.92,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.95,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,4.98,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.01,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.04,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.07,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.1,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.13,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.16,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.19,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.22,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.25,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.28,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.31,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.34,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.37,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.4,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.43,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.46,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.49,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.52,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.55,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.58,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.61,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.64,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.67,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.7,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.73,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.76,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.79,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.82,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.85,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.88,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.91,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.94,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,5.97000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.00000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.03000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.06000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.09000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.12000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.15000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.18000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.21000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.24000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.27000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.30000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.33000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.36000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.39000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.42000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.45000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.48000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.51000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.54000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.57000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.60000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.63000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.66000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.69000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.72000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.75000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.78000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.81000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.84000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.87000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.90000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.93000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.96000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,6.99000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.02000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.05000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.08000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.11000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.14000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.17000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.20000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.23000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.26000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.29000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.32000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.35000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.38000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.41000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.44000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.47000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.50000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.53000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.56000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.59000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.62000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.65000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.68000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.71000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.74000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.77000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.80000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.83000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.86000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.89000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.92000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.95000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,7.98000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.01000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.04000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.07000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.10000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.13000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.16000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.19000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.22000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.25000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.28000000000002,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.31000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.34000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.37000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.40000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.43000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.46000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.49000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.52000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.55000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.58000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.61000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.64000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.67000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.70000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.73000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.76000000000001,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.79,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.82,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.85,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.88,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.91,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.94,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,8.97,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
30,0,0,9,0,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471
